,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,A,B
293354,Other Theft,2018,7,27,16,32,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293355,Other Theft,2018,7,27,19,37,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293356,Other Theft,2018,7,30,13,20,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293357,Other Theft,2018,7,31,12,0,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293358,Other Theft,2018,7,31,17,15,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293359,Other Theft,2018,8,2,14,31,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293360,Other Theft,2018,8,2,17,9,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293361,Other Theft,2018,8,6,13,15,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293362,Other Theft,2018,8,7,12,8,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293363,Other Theft,2018,8,7,13,1,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293364,Other Theft,2018,8,7,16,15,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293365,Other Theft,2018,8,7,16,57,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293366,Other Theft,2018,8,8,12,17,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293367,Other Theft,2018,8,10,14,50,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293368,Other Theft,2018,8,11,18,57,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293369,Other Theft,2018,8,14,12,7,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293370,Other Theft,2018,8,14,14,30,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293371,Other Theft,2018,8,16,14,15,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293372,Other Theft,2018,8,17,11,0,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293373,Other Theft,2018,8,17,14,39,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293374,Other Theft,2018,8,19,15,53,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293375,Other Theft,2018,8,25,15,11,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293376,Other Theft,2018,8,29,14,10,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293377,Other Theft,2018,8,29,17,58,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293378,Other Theft,2018,8,29,19,2,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293379,Other Theft,2018,8,31,15,19,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293380,Other Theft,2018,9,5,12,59,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293381,Other Theft,2018,9,5,14,30,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293382,Other Theft,2018,9,14,16,29,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293383,Other Theft,2018,9,17,15,14,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293384,Other Theft,2018,9,18,16,17,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293385,Other Theft,2018,9,18,16,43,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293386,Other Theft,2018,9,27,14,0,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293387,Other Theft,2018,10,1,14,54,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293388,Other Theft,2018,10,3,10,41,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293389,Other Theft,2018,10,4,18,55,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293390,Other Theft,2018,10,8,14,18,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293391,Other Theft,2018,10,19,12,50,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293392,Other Theft,2018,10,19,13,28,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293393,Other Theft,2018,10,19,17,51,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293394,Other Theft,2018,10,27,13,37,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293395,Other Theft,2018,10,27,13,59,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293396,Other Theft,2018,10,27,16,44,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293397,Other Theft,2018,10,29,13,13,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293398,Other Theft,2018,10,31,12,26,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293399,Other Theft,2018,11,2,17,40,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293400,Other Theft,2018,11,3,14,54,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293401,Other Theft,2018,11,3,20,44,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293402,Other Theft,2018,11,6,17,13,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293403,Other Theft,2018,11,6,19,30,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293404,Other Theft,2018,11,9,11,58,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293405,Other Theft,2018,11,14,10,44,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293406,Other Theft,2018,11,14,10,50,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293407,Other Theft,2018,11,14,16,40,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293408,Other Theft,2018,11,15,11,51,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293409,Other Theft,2018,11,17,16,40,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293410,Other Theft,2018,11,17,19,2,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293411,Other Theft,2018,12,4,12,36,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293412,Other Theft,2018,12,9,12,31,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293413,Other Theft,2018,12,9,17,7,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293414,Other Theft,2018,12,15,19,48,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293415,Other Theft,2018,12,15,19,57,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293416,Other Theft,2018,12,23,12,35,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293417,Other Theft,2018,12,23,15,10,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293418,Other Theft,2018,12,24,15,13,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
293419,Other Theft,2018,12,31,15,1,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
294170,Other Theft,2018,2,7,11,25,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
294171,Other Theft,2018,8,29,14,26,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
294172,Other Theft,2018,11,2,12,52,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
294173,Other Theft,2018,11,20,11,26,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
294174,Other Theft,2018,12,1,14,36,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
294272,Other Theft,2018,3,24,13,43,5XX W HASTINGS ST,Central Business District,491853.3244,5459053.248
294275,Other Theft,2018,12,31,5,48,5XX W HASTINGS ST,Central Business District,491856.0854,5459037.536
294307,Other Theft,2018,3,9,13,22,60XX FRASER ST,Sunset,493396.9929,5452942.532
294308,Other Theft,2018,7,13,16,5,60XX FRASER ST,Sunset,493396.9929,5452942.532
294331,Other Theft,2018,2,2,13,20,61XX FRASER ST,Sunset,493394.5767,5452867.907
294340,Other Theft,2018,1,3,15,33,61XX FRASER ST,Sunset,493396.531,5452928.683
294361,Other Theft,2018,8,24,12,45,62XX FRASER ST,Sunset,493392.442,5452779.011
294520,Other Theft,2018,1,24,19,38,63XX FRASER ST,Sunset,493391.4672,5452728.844
294521,Other Theft,2018,1,31,16,22,63XX FRASER ST,Sunset,493391.4672,5452728.844
294522,Other Theft,2018,3,25,18,20,63XX FRASER ST,Sunset,493391.4672,5452728.844
294523,Other Theft,2018,3,28,20,37,63XX FRASER ST,Sunset,493391.4672,5452728.844
294524,Other Theft,2018,4,17,18,58,63XX FRASER ST,Sunset,493391.4672,5452728.844
294525,Other Theft,2018,5,22,20,36,63XX FRASER ST,Sunset,493391.4672,5452728.844
294526,Other Theft,2018,6,12,17,10,63XX FRASER ST,Sunset,493391.4672,5452728.844
294527,Other Theft,2018,9,18,9,22,63XX FRASER ST,Sunset,493391.4672,5452728.844
294528,Other Theft,2018,11,18,9,10,63XX FRASER ST,Sunset,493391.4672,5452728.844
294562,Other Theft,2018,5,7,15,38,64XX FRASER ST,Sunset,493390.2551,5452573.71
294570,Other Theft,2018,11,28,15,42,64XX FRASER ST,Sunset,493399.3442,5452582.996
294623,Other Theft,2018,2,6,15,22,64XX FRASER ST,Sunset,493399.4538,5452564.533
294624,Other Theft,2018,3,31,17,10,64XX FRASER ST,Sunset,493399.4538,5452564.533
294625,Other Theft,2018,4,24,10,57,64XX FRASER ST,Sunset,493399.4538,5452564.533
294626,Other Theft,2018,5,22,10,22,64XX FRASER ST,Sunset,493399.4538,5452564.533
294627,Other Theft,2018,6,11,13,30,64XX FRASER ST,Sunset,493399.4538,5452564.533
294628,Other Theft,2018,11,25,11,31,64XX FRASER ST,Sunset,493399.4538,5452564.533
294720,Other Theft,2018,1,5,13,10,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294721,Other Theft,2018,1,9,18,19,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294722,Other Theft,2018,1,13,13,5,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294723,Other Theft,2018,1,17,15,22,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294724,Other Theft,2018,1,20,19,49,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294725,Other Theft,2018,1,23,14,29,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294726,Other Theft,2018,1,24,19,6,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294727,Other Theft,2018,2,2,18,19,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294728,Other Theft,2018,2,3,10,37,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294729,Other Theft,2018,2,8,19,41,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294730,Other Theft,2018,2,16,17,44,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294731,Other Theft,2018,3,4,11,28,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294732,Other Theft,2018,3,5,14,1,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294733,Other Theft,2018,3,14,20,35,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294734,Other Theft,2018,3,15,19,43,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294735,Other Theft,2018,3,16,13,25,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294736,Other Theft,2018,3,17,16,11,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294737,Other Theft,2018,3,23,20,48,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294738,Other Theft,2018,3,28,18,33,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294739,Other Theft,2018,3,31,14,48,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294740,Other Theft,2018,3,31,16,6,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294741,Other Theft,2018,3,31,17,56,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294742,Other Theft,2018,4,3,16,47,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294743,Other Theft,2018,4,7,19,21,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294744,Other Theft,2018,4,8,16,9,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294745,Other Theft,2018,4,8,19,29,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294746,Other Theft,2018,4,28,16,23,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294747,Other Theft,2018,5,8,9,32,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294748,Other Theft,2018,5,20,11,40,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294749,Other Theft,2018,6,9,22,10,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294750,Other Theft,2018,6,22,15,39,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294751,Other Theft,2018,7,18,14,22,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294752,Other Theft,2018,7,27,20,45,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294753,Other Theft,2018,7,31,11,46,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294754,Other Theft,2018,8,29,12,12,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294755,Other Theft,2018,8,29,12,54,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294756,Other Theft,2018,9,4,11,2,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294757,Other Theft,2018,9,7,21,49,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294758,Other Theft,2018,9,16,14,39,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294759,Other Theft,2018,9,19,22,4,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294760,Other Theft,2018,10,25,13,37,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294761,Other Theft,2018,12,16,14,6,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294762,Other Theft,2018,12,16,15,29,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294763,Other Theft,2018,12,17,13,56,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294764,Other Theft,2018,12,28,13,0,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.462
294936,Other Theft,2018,5,8,20,33,64XX VICTORIA DR,Victoria-Fraserview,495216.6513,5452503.157
294939,Other Theft,2018,9,8,14,20,64XX VICTORIA DR,Victoria-Fraserview,495218.795,5452565.766
294942,Other Theft,2018,12,21,17,12,64XX WEST BLVD,Kerrisdale,488685.0531,5452766.659
294963,Other Theft,2018,1,31,16,30,65XX FRASER ST,Sunset,493394.1655,5452439.34
294964,Other Theft,2018,5,14,20,41,65XX FRASER ST,Sunset,493394.1655,5452439.34
295040,Other Theft,2018,1,19,19,26,65XX FRASER ST,Sunset,493396.5614,5452474.857
295041,Other Theft,2018,2,13,19,50,65XX FRASER ST,Sunset,493396.5614,5452474.857
295233,Other Theft,2018,5,6,22,0,69XX VICTORIA DR,Victoria-Fraserview,495208.147,5452048.773
295242,Other Theft,2018,2,11,17,0,6X W BROADWAY AVE,Mount Pleasant,492272.1462,5456697.998
295243,Other Theft,2018,5,6,13,56,6X W BROADWAY AVE,Mount Pleasant,492272.1462,5456697.998
295257,Other Theft,2018,7,10,20,44,6XX ABBOTT ST,Central Business District,492166.4843,5458459.536
295262,Other Theft,2018,8,14,11,53,6XX ABBOTT ST,Central Business District,492167.0625,5458527.687
295263,Other Theft,2018,8,28,17,46,6XX ABBOTT ST,Central Business District,492167.0625,5458527.687
295264,Other Theft,2018,8,30,12,31,6XX ABBOTT ST,Central Business District,492167.0625,5458527.687
295268,Other Theft,2018,10,4,12,36,6XX BURRARD ST,Central Business District,491277.8528,5459162.402
295300,Other Theft,2018,6,4,5,55,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295301,Other Theft,2018,6,7,9,51,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295302,Other Theft,2018,6,18,9,0,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295303,Other Theft,2018,6,28,7,3,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295304,Other Theft,2018,7,8,9,46,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295305,Other Theft,2018,7,8,13,54,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295306,Other Theft,2018,7,12,7,41,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295307,Other Theft,2018,7,23,7,24,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295308,Other Theft,2018,8,6,10,59,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295309,Other Theft,2018,8,15,18,0,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295310,Other Theft,2018,8,17,8,15,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295311,Other Theft,2018,8,19,9,37,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295312,Other Theft,2018,8,29,12,10,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295313,Other Theft,2018,10,13,18,8,6XX DAVIE ST,Central Business District,490893.4032,5458208.632
295328,Other Theft,2018,4,2,14,53,6XX DENMAN ST,West End,490245.0928,5459970.427
295385,Other Theft,2018,1,17,10,30,6XX DUNSMUIR ST,Central Business District,491603.2,5458918.828
295388,Other Theft,2018,6,29,7,36,6XX E BROADWAY AVE,Mount Pleasant,493380.1076,5456644.765
295389,Other Theft,2018,12,27,7,45,6XX E BROADWAY AVE,Mount Pleasant,493380.1076,5456644.765
295421,Other Theft,2018,8,7,6,5,6XX E BROADWAY AVE,Mount Pleasant,493398.7589,5456644.621
295431,Other Theft,2018,2,14,12,37,6XX E HASTINGS ST,Strathcona,493365.4582,5458723.948
295432,Other Theft,2018,9,6,9,59,6XX E HASTINGS ST,Strathcona,493365.4582,5458723.948
295446,Other Theft,2018,6,8,12,26,6XX E HASTINGS ST,Strathcona,493446.4819,5458721.785
295478,Other Theft,2018,11,1,14,0,6XX EXPO BLVD,Central Business District,492080.5773,5458435.477
295483,Other Theft,2018,3,31,17,30,6XX EXPO BLVD,Central Business District,492087.6904,5458440.428
295484,Other Theft,2018,4,13,16,1,6XX EXPO BLVD,Central Business District,492087.6904,5458440.428
295485,Other Theft,2018,12,9,11,26,6XX EXPO BLVD,Central Business District,492087.6904,5458440.428
295620,Other Theft,2018,1,4,14,5,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295621,Other Theft,2018,1,6,11,52,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295622,Other Theft,2018,1,9,19,34,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295623,Other Theft,2018,1,14,14,40,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295624,Other Theft,2018,1,22,19,51,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295625,Other Theft,2018,1,23,15,20,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295626,Other Theft,2018,1,29,20,55,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295627,Other Theft,2018,1,29,21,30,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295628,Other Theft,2018,2,8,17,31,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295629,Other Theft,2018,2,9,9,50,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295630,Other Theft,2018,2,11,15,43,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295631,Other Theft,2018,2,18,15,26,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295632,Other Theft,2018,2,26,10,8,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295633,Other Theft,2018,3,1,12,11,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295634,Other Theft,2018,3,1,14,5,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295635,Other Theft,2018,3,28,15,2,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295636,Other Theft,2018,3,31,17,9,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295637,Other Theft,2018,4,9,14,47,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295638,Other Theft,2018,4,10,15,19,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295639,Other Theft,2018,4,14,10,34,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295640,Other Theft,2018,4,15,11,10,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295641,Other Theft,2018,4,18,15,1,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295642,Other Theft,2018,4,26,14,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295643,Other Theft,2018,5,1,15,3,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295644,Other Theft,2018,5,2,16,49,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295645,Other Theft,2018,5,2,17,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295646,Other Theft,2018,5,3,15,16,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295647,Other Theft,2018,5,5,15,3,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295648,Other Theft,2018,5,9,14,19,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295649,Other Theft,2018,5,18,0,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295650,Other Theft,2018,5,31,16,37,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295651,Other Theft,2018,6,6,15,22,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295652,Other Theft,2018,6,9,9,40,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295653,Other Theft,2018,6,16,14,23,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295654,Other Theft,2018,6,16,19,5,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295655,Other Theft,2018,6,20,13,26,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295656,Other Theft,2018,6,25,13,41,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295657,Other Theft,2018,6,29,15,20,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295658,Other Theft,2018,7,18,13,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295659,Other Theft,2018,7,19,11,4,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295660,Other Theft,2018,7,21,14,53,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295661,Other Theft,2018,8,1,11,30,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295662,Other Theft,2018,8,4,10,18,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295663,Other Theft,2018,8,4,13,20,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295664,Other Theft,2018,8,5,13,6,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295665,Other Theft,2018,8,6,13,8,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295666,Other Theft,2018,8,7,16,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295667,Other Theft,2018,8,28,10,6,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295668,Other Theft,2018,9,14,12,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295669,Other Theft,2018,9,18,12,16,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295670,Other Theft,2018,9,19,20,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295671,Other Theft,2018,9,28,15,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295672,Other Theft,2018,10,22,12,13,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295673,Other Theft,2018,10,26,11,24,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295674,Other Theft,2018,11,23,20,55,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295675,Other Theft,2018,11,24,16,30,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295676,Other Theft,2018,11,29,16,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
295677,Other Theft,2018,12,13,15,26,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
297975,Other Theft,2018,9,11,17,2,6XX GRANVILLE ST,Central Business District,491445.9138,5458896.406
297976,Other Theft,2018,9,25,17,18,6XX GRANVILLE ST,Central Business District,491445.9138,5458896.406
297977,Other Theft,2018,11,12,15,11,6XX GRANVILLE ST,Central Business District,491445.9138,5458896.406
298063,Other Theft,2018,6,30,15,47,6XX GRANVILLE ST,Central Business District,491489.4353,5458953.222
298073,Other Theft,2018,1,11,17,55,6XX GRANVILLE ST,Central Business District,491510.5846,5458961.546
298240,Other Theft,2018,1,25,11,0,6XX GRANVILLE ST,Central Business District,491518.7559,5458982.754
298241,Other Theft,2018,1,27,14,49,6XX GRANVILLE ST,Central Business District,491518.7559,5458982.754
298242,Other Theft,2018,2,1,9,36,6XX GRANVILLE ST,Central Business District,491518.7559,5458982.754
298243,Other Theft,2018,6,18,16,24,6XX GRANVILLE ST,Central Business District,491518.7559,5458982.754
298266,Other Theft,2018,11,12,13,38,6XX INDUSTRIAL AVE,Strathcona,493382.81,5457323.061
298274,Other Theft,2018,2,16,16,54,6XX MAIN ST,Central Business District,492739.0511,5458443.376
298310,Other Theft,2018,4,13,23,54,6XX NELSON ST,Central Business District,491121.423,5458432.229
298319,Other Theft,2018,2,20,17,45,6XX ROBSON ST,Central Business District,491303.108,5458731.458
298320,Other Theft,2018,2,28,14,31,6XX ROBSON ST,Central Business District,491303.108,5458731.458
298321,Other Theft,2018,3,10,10,36,6XX ROBSON ST,Central Business District,491303.108,5458731.458
298322,Other Theft,2018,11,29,18,13,6XX ROBSON ST,Central Business District,491303.108,5458731.458
298342,Other Theft,2018,9,16,12,4,6XX ROBSON ST,Central Business District,491324.5347,5458710.611
298474,Other Theft,2018,5,21,13,21,6XX ROBSON ST,Central Business District,491344.3172,5458691.363
298475,Other Theft,2018,6,17,15,0,6XX ROBSON ST,Central Business District,491344.3172,5458691.363
298478,Other Theft,2018,3,31,15,36,6XX ROBSON ST,Central Business District,491349.7069,5458673.362
298497,Other Theft,2018,1,7,14,58,6XX ROBSON ST,Central Business District,491361.9665,5458674.192
298498,Other Theft,2018,3,27,10,50,6XX ROBSON ST,Central Business District,491361.9665,5458674.192
298499,Other Theft,2018,3,31,12,30,6XX ROBSON ST,Central Business District,491361.9665,5458674.192
298500,Other Theft,2018,4,10,14,38,6XX ROBSON ST,Central Business District,491361.9665,5458674.192
298511,Other Theft,2018,4,27,2,25,6XX SE MARINE DR,Sunset,493342.5367,5450908.84
298512,Other Theft,2018,6,11,5,45,6XX SE MARINE DR,Sunset,493342.5367,5450908.84
298513,Other Theft,2018,10,28,2,44,6XX SE MARINE DR,Sunset,493342.5367,5450908.84
298514,Other Theft,2018,11,3,14,38,6XX SE MARINE DR,Sunset,493342.5367,5450908.84
298515,Other Theft,2018,11,27,0,27,6XX SE MARINE DR,Sunset,493342.5367,5450908.84
298594,Other Theft,2018,1,20,13,16,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298595,Other Theft,2018,2,3,16,49,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298596,Other Theft,2018,2,15,14,6,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298597,Other Theft,2018,3,5,15,34,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298598,Other Theft,2018,3,7,10,27,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
